,STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,HOUSING_STS,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_DESC,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,SECOND_TERM_ATTEMPT_HRS,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED,Attrition,No_sub_first_term,No_sub_second_term,First_term_backlog_hrs,Second_term_backlog_hrs
54,8036557,0.10018877945720513,F,BGD 1,Y,N,Psychology,-2.8294552703514473,2009,On Campus,0.7766959232127894,0.9522373356545518,High School,College/Beyond,Bachelors,15,16.0,1.0411889381881656,57480,124200.0,0,5,3,0,0.0
55,7918673,0.10018877945720513,F,BGD 1,Y,N,History and Secondary Ed,2.6316910897775756,2009,On Campus,0.30940233539803175,1.8442031207854812,No Information,No Information,Bachelors,13,18.0,-1.010958025781965,0,0.0,0,5,3,0,0.0
56,7889645,0.10018877945720513,F,BGD 1,Y,N,Early Childhood Education,1.395593421028921,2010,Off Campus,0.09532757294096578,1.3574852203886423,College/Beyond,High School,Bachelors,14,12.0,-1.010958025781965,0,0.0,1,4,4,4,0.0
57,7853296,0.10018877945720513,M,BGD 1,Y,N,Undeclared,1.395593421028921,2010,Off Campus,-1.7280596668774246,1.8442031207854812,No Information,No Information,Bachelors,14,16.0,0.7097033669046693,0,0.0,0,3,6,0,0.0
58,7982184,0.10018877945720513,F,BGD 1,N,N,Undeclared,1.395593421028921,2010,Off Campus,0.09532757294096578,1.2374809437786145,College/Beyond,High School,Bachelors,13,12.0,-1.010958025781965,0,0.0,0,3,3,4,0.0
59,7832824,0.10018877945720513,M,BGD 1,Y,N,Mathematics,1.395593421028921,2009,Off Campus,0.09532757294096578,1.2374809437786145,High School,High School,Bachelors,13,16.0,-1.010958025781965,0,0.0,0,4,3,0,0.0
60,7804470,0.10018877945720513,M,BGD 1,Y,N,History,2.976993262758974,2009,Off Campus,0.09532757294096578,1.8442031207854812,College/Beyond,College/Beyond,Bachelors,16,14.0,-1.010958025781965,0,0.0,0,5,3,0,0.0
61,7767164,-2.3920584710735393,F,BGD 1,Y,N,Pre-Nursing,1.0819891708982952,2010,Off Campus,0.09532757294096578,1.8442031207854812,Other/Unknown,High School,Bachelors,12,13.0,-1.010958025781965,0,0.0,0,4,3,0,0.0
62,7811151,0.10018877945720513,F,BGD 1,Y,N,Undeclared,-0.047694063648014186,2010,Off Campus,-1.7280596668774246,1.5995103839764273,Other/Unknown,College/Beyond,Bachelors,16,14.0,-1.010958025781965,0,0.0,0,5,4,0,0.0
63,7767339,0.10018877945720513,M,BGD 6,Y,N,Engineering Studies,1.0819891708982952,2005,Off Campus,-1.7280596668774246,0.8815407497039169,High School,College/Beyond,Bachelors,13,16.0,-1.010958025781965,0,0.0,0,3,5,0,0.0
64,7924651,0.10018877945720513,M,BGD 1,Y,N,Computer Science - Systems,1.395593421028921,2005,Off Campus,0.09532757294096578,0.7876633001882813,High School,No Information,Bachelors,14,15.0,-1.010958025781965,0,0.0,0,2,3,0,0.0
65,7890157,0.10018877945720513,M,BGD 1,Y,N,Computer Science - Systems,1.9607592175592756,2007,On Campus,-0.022370332185803386,1.8442031207854812,College/Beyond,High School,Bachelors,16,16.0,-1.010958025781965,0,0.0,0,6,3,0,0.0
66,7756755,0.10018877945720513,F,BGD 1,Y,N,Chemistry,1.0819891708982952,2005,On Campus,0.09532757294096578,1.8442031207854812,College/Beyond,College/Beyond,Bachelors,15,13.0,-1.010958025781965,0,0.0,0,4,2,0,0.0
67,8001580,0.10018877945720513,M,BGD 4,Y,N,Music Performance,1.395593421028921,2008,Off Campus,0.7766959232127894,1.8442031207854812,College/Beyond,College/Beyond,Bachelors,16,16.0,-1.010958025781965,0,0.0,0,2,2,0,0.0
68,7877781,0.10018877945720513,M,BGD 1,Y,N,Undeclared,-0.047694063648014186,2010,Off Campus,0.09532757294096578,0.7175446854935914,College/Beyond,College/Beyond,Bachelors,13,13.0,0.7097033669046693,0,0.0,0,5,4,0,0.0
69,7970735,0.10018877945720513,F,BGD 1,Y,N,Undeclared,1.0819891708982952,2010,Off Campus,0.09532757294096578,1.8442031207854812,College/Beyond,College/Beyond,Bachelors,15,15.0,0.8118812633062477,752160,0.0,0,3,2,0,0.0
70,8000195,0.10018877945720513,F,BGD 1,N,N,Music Performance,-0.047694063648014186,2007,Off Campus,3.3622950300622603,1.8442031207854812,College/Beyond,College/Beyond,Bachelors,14,16.0,0.974240010932909,2493720,0.0,0,2,2,1,0.0
71,7885602,0.10018877945720513,F,BGD 3,Y,N,Pre-Business,-0.10249345394562985,2010,Off Campus,0.09532757294096578,1.3094025343609554,No Information,No Information,Bachelors,15,15.0,-1.010958025781965,0,0.0,0,4,5,0,0.0
72,7819389,0.10018877945720513,M,BGD 3,Y,N,Political Science,-0.10249345394562985,2005,On Campus,-1.7280596668774246,1.648236330750114,High School,No Information,Bachelors,13,12.0,1.0096488714309981,0,447240.0,0,3,2,0,0.0
73,7807583,0.10018877945720513,F,BGD 6,Y,N,Undeclared,2.976993262758974,2005,Off Campus,0.09532757294096578,1.6726392539719592,No Information,No Information,Bachelors,16,15.0,-1.010958025781965,0,0.0,1,2,2,0,0.0
74,8002726,0.10018877945720513,F,BGD 1,Y,N,Management,1.0819891708982952,2005,On Campus,0.09532757294096578,0.2564870800468291,Other/Unknown,High School,Bachelors,12,13.0,-1.010958025781965,0,0.0,0,2,4,0,0.0
75,7925537,0.10018877945720513,M,BGD 1,Y,N,Pre-Engineering/RETP,0.18295113740379088,2006,Off Campus,0.09532757294096578,1.8442031207854812,No Information,No Information,Bachelors,12,13.0,-1.010958025781965,0,0.0,0,3,3,0,0.0
76,8012858,0.10018877945720513,M,BGD 1,Y,N,Theatre Education,1.0819891708982952,2006,Off Campus,0.9688870154011483,1.3574852203886423,College/Beyond,College/Beyond,Bachelors,14,17.0,-1.010958025781965,0,0.0,0,3,2,0,0.0
77,7941787,1.8906657089930663,M,BGD 1,Y,N,Music Performance,-2.276050236279965,2006,Off Campus,0.09532757294096578,-0.4794354321873669,No Information,No Information,Bachelors,12,12.0,-1.010958025781965,0,0.0,0,2,2,0,0.0
78,8025317,0.10018877945720513,M,BGD 1,Y,N,Marketing,0.4755774147414855,2007,Off Campus,0.09532757294096578,-0.4794354321873669,College/Beyond,College/Beyond,Bachelors,13,12.0,-1.010958025781965,0,0.0,0,2,3,4,0.0
79,8014090,0.10018877945720513,F,BGD 1,Y,N,Undeclared,-0.10249345394562985,2007,Off Campus,0.09532757294096578,1.8442031207854812,No Information,No Information,Bachelors,15,15.0,-1.010958025781965,0,0.0,0,5,3,0,0.0
80,7945015,0.10018877945720513,F,BGD 3,Y,N,Communication,-0.047694063648014186,2007,On Campus,0.7766959232127894,0.9050788483446248,No Information,College/Beyond,Bachelors,13,17.0,1.0219370449413223,53100,324000.0,0,3,3,0,0.0
81,7905853,0.10018877945720513,F,BGD 1,Y,N,Undeclared,1.395593421028921,2008,Off Campus,0.09532757294096578,1.5023787941995974,High School,College/Beyond,Bachelors,15,15.0,-1.010958025781965,0,0.0,0,3,5,0,0.0
82,7760282,0.10018877945720513,F,BGD 1,Y,N,Communication,-0.3806533888579049,2008,Off Campus,0.09532757294096578,1.8442031207854812,High School,High School,Bachelors,15,16.0,-1.010958025781965,0,0.0,0,4,4,4,0.0
83,7765189,1.8906657089930663,M,BGD 1,Y,N,Music Education,1.395593421028921,2008,Off Campus,0.7766959232127894,1.2374809437786145,College/Beyond,College/Beyond,Bachelors,14,16.0,1.0289759831478946,2402220,0.0,0,3,2,0,0.0
84,7935064,0.10018877945720513,F,BGD 1,Y,N,Undeclared,1.6352756966146966,2008,On Campus,0.09532757294096578,1.6726392539719592,High School,High School,Bachelors,15,16.0,-1.010958025781965,0,0.0,1,4,5,0,0.0
85,7805566,-2.3920584710735393,F,BGD 1,Y,N,Undeclared,1.0819891708982952,2008,Off Campus,-1.7280596668774246,1.5023787941995974,College/Beyond,College/Beyond,Bachelors,13,12.0,1.0242267800510383,1471380,0.0,1,3,4,0,0.0
86,7976695,0.10018877945720513,F,BGD 4,Y,N,Undeclared,1.6352756966146966,2009,Off Campus,0.09532757294096578,0.1882971478266711,High School,High School,Bachelors,15,16.0,1.040282302952716,1572540,0.0,0,4,5,0,0.0
87,8027405,3.198500436541967,F,BGD 6,N,Y,Music Performance,-2.002943200922364,2009,On Campus,-0.022370332185803386,-0.014739084014486207,No Information,No Information,Bachelors,14,15.0,0.8118812633062477,0,0.0,0,2,2,0,0.0
88,7815544,1.8906657089930663,F,BGD 1,Y,N,French with Teacher Cert,-0.047694063648014186,2009,On Campus,0.7766959232127894,1.5023787941995974,College/Beyond,College/Beyond,Bachelors,15,15.0,-1.010958025781965,0,0.0,1,3,3,0,0.0
89,7759815,0.10018877945720513,M,BGD 1,Y,N,English and Secondary Ed,1.9607592175592756,2009,On Campus,0.7766959232127894,0.34780230450947164,College/Beyond,College/Beyond,Bachelors,15,18.0,1.0411889381881656,7200,315480.0,1,3,4,0,0.0
90,8021373,1.8906657089930663,F,BGD 1,Y,N,Undeclared,0.18295113740379088,2009,On Campus,0.30940233539803175,1.0468827031642134,No Information,No Information,Bachelors,15,16.0,0.8717621743834888,0,0.0,1,2,4,4,0.0
91,8002109,0.10018877945720513,F,BGD 1,Y,N,Early Childhood Education,0.7752877038123299,2010,Off Campus,0.09532757294096578,-1.2042568864830372,College/Beyond,College/Beyond,Bachelors,13,14.0,-1.010958025781965,0,0.0,0,4,4,0,0.0
92,8012821,0.10018877945720513,F,BGD 1,Y,N,Theatre Arts,2.6316910897775756,2010,On Campus,0.30940233539803175,0.2564870800468291,College/Beyond,College/Beyond,Bachelors,16,17.0,-1.010958025781965,0,0.0,0,3,4,0,0.0
93,7890308,0.10018877945720513,M,BGD 1,Y,N,Music Performance,-0.10249345394562985,2010,On Campus,0.6950510835119063,1.4056756302596751,College/Beyond,College/Beyond,Bachelors,14,17.0,-1.010958025781965,0,0.0,1,3,4,0,0.0
94,7962536,0.10018877945720513,F,BGD 1,Y,N,Exercise Science,-0.3806533888579049,2010,Off Campus,0.09532757294096578,0.9286443861645817,College/Beyond,High School,Bachelors,15,17.0,-1.010958025781965,0,0.0,0,3,6,4,0.0
95,7879825,-2.3920584710735393,F,BGD 1,Y,N,History and Secondary Ed,0.7752877038123299,2010,On Campus,0.6950510835119063,1.0943691480479854,College/Beyond,College/Beyond,Bachelors,12,19.0,-1.010958025781965,0,0.0,1,4,6,0,0.0
96,7970951,0.10018877945720513,F,BGD 1,Y,N,Early Childhood Education,1.9607592175592756,2007,On Campus,0.09532757294096578,-0.739193775346295,High School,High School,Bachelors,13,17.0,-1.010958025781965,0,0.0,0,2,6,0,0.0
97,7820580,0.10018877945720513,M,BGD 1,Y,N,English Language/Literature,2.2929225544702443,2007,On Campus,-1.7280596668774246,1.6726392539719592,College/Beyond,High School,Bachelors,12,17.0,-1.010958025781965,0,0.0,0,3,4,0,0.0
98,7908314,0.10018877945720513,F,BGD 3,Y,N,Psychology,1.6352756966146966,2007,Off Campus,0.09532757294096578,1.8442031207854812,High School,Other/Unknown,Bachelors,12,12.0,0.7511391992350578,0,0.0,0,2,2,0,0.0
99,7806820,0.10018877945720513,M,BGD 1,N,N,Music Education,2.2929225544702443,2008,Off Campus,2.6735401495560285,0.2564870800468291,College/Beyond,College/Beyond,Bachelors,14,16.0,-1.010958025781965,0,0.0,0,2,2,0,0.0
100,7904751,0.10018877945720513,F,BGD 1,N,N,Marketing,1.395593421028921,2006,Off Campus,0.09532757294096578,0.5549040987661018,College/Beyond,High School,Bachelors,15,16.0,1.050011288299635,0,1216980.0,0,3,4,0,0.0
101,7787507,0.10018877945720513,F,BGD 1,Y,N,Undeclared,1.9607592175592756,2005,Off Campus,0.09532757294096578,1.5266215904352654,College/Beyond,High School,Bachelors,12,13.0,1.0096488714309981,1452960,0.0,0,3,4,0,0.0
102,7946529,0.10018877945720513,M,BGD 1,Y,N,Music Performance,2.976993262758974,2008,Off Campus,0.09532757294096578,1.8442031207854812,College/Beyond,College/Beyond,Bachelors,15,15.0,-1.010958025781965,0,0.0,0,2,2,0,0.0
103,7827591,0.10018877945720513,F,BGD 6,Y,N,Biology,0.4755774147414855,2006,Off Campus,0.09532757294096578,1.8442031207854812,College/Beyond,Middle School/Junior High,Bachelors,15,13.0,-1.010958025781965,0,0.0,0,3,2,0,0.0
104,7807126,-2.3920584710735393,F,BGD 1,N,N,General Business,0.7752877038123299,2008,On Campus,1.0204500264368062,1.3815669728199274,College/Beyond,High School,Bachelors,15,16.0,1.0289759831478946,874320,0.0,0,3,4,0,0.0
105,7802791,-2.3920584710735393,M,BGD 1,Y,N,English Language/Literature,1.395593421028921,2010,Off Campus,0.09532757294096578,-0.031022156001615966,College/Beyond,College/Beyond,Bachelors,16,15.0,-1.010958025781965,0,0.0,0,2,4,4,0.0
106,7836113,0.10018877945720513,F,BGD 1,Y,N,Theatre Arts,-2.002943200922364,2006,Off Campus,0.7766959232127894,1.5508911377237302,College/Beyond,College/Beyond,Bachelors,16,16.0,-1.010958025781965,0,0.0,0,2,3,0,0.0
107,7812638,0.10018877945720513,F,BGD 1,N,N,Mathematics,-0.047694063648014186,2008,Off Campus,0.09532757294096578,1.8442031207854812,High School,College/Beyond,Bachelors,15,15.0,-1.010958025781965,0,0.0,0,2,4,3,0.0
108,7833640,0.10018877945720513,F,BGD 1,Y,N,Early Childhood Education,-0.914677735208308,2008,Off Campus,0.09532757294096578,1.3574852203886423,High School,High School,Bachelors,13,15.0,1.0335188303593519,0,622200.0,0,2,4,0,0.0
109,7846009,0.10018877945720513,F,BGD 4,Y,N,Psychology,-2.5358417512452998,2008,Off Campus,0.09532757294096578,1.3334303988984084,College/Beyond,College/Beyond,Bachelors,14,16.0,-1.010958025781965,0,0.0,0,4,3,0,0.0
